(1, 1),0,-0.2601880877742945
(1, 1),1,0.308518253400143
(1, 2),0,-0.02555910543130989
(1, 2),1,0.32285540458324913
(1, 3),0,1.1275702593849246e-17
(1, 3),1,0.31632964129661845
(1, 4),0,-0.05369127516778525
(1, 4),1,0.3350832912670366
(1, 5),0,0.08064516129032262
(1, 5),1,0.3283041641520823
(1, 6),0,0.11699652350058855
(1, 6),1,0.2996375352396294
(1, 7),0,0.13099041533546302
(1, 7),1,0.32308323083230694
(1, 8),0,0.22268495835374827
(1, 8),1,0.31499898518368225
(1, 9),0,0.2515723270440247
(1, 9),1,0.3094501546751825
(1, 10),0,0.2927544565842439
(1, 10),1,0.3068378681341067
(1, 11),0,0.2647058823529412
(1, 11),1,0.3513513513513512
(1, 12),0,0.0
(1, 12),1,0.42857142857142866
(1, 13),0,0.1724137931034483
(1, 13),1,0.31325301204819267
(1, 14),0,0.039999999999999994
(1, 14),1,0.42424242424242403
(1, 15),0,-0.44444444444444453
(1, 15),1,0.3644859813084112
(1, 16),0,0.047619047619047616
(1, 16),1,0.31531531531531515
(1, 17),0,-0.19999999999999998
(1, 17),1,0.3181818181818181
(1, 18),0,-0.35714285714285715
(1, 18),1,0.5645161290322579
(1, 19),0,-0.06666666666666665
(1, 19),1,0.8214285714285715
(1, 20),0,-1.0
(1, 20),1,1.0
(1, 21),0,-1.0
(1, 21),1,0.8999999999999999
(2, 1),0,-0.1061093247588424
(2, 1),1,0.2486436687480813
(2, 2),0,-0.06976744186046516
(2, 2),1,0.26858194458644413
(2, 3),0,-0.0588235294117647
(2, 3),1,0.26145387904703726
(2, 4),0,-0.06229508196721309
(2, 4),1,0.2629323538414465
(2, 5),0,-0.03246753246753247
(2, 5),1,0.25153248876174816
(2, 6),0,0.024691358024691357
(2, 6),1,0.24247967479674723
(2, 7),0,0.1561128060123522
(2, 7),1,0.2538306451612903
(2, 8),0,0.015624999999999997
(2, 8),1,0.247307498741822
(2, 9),0,0.1794871794871794
(2, 9),1,0.25979233062609264
(2, 10),0,0.21454911163258478
(2, 10),1,0.2596173212487419
(2, 11),0,-0.09999999999999998
(2, 11),1,0.2657004830917874
(2, 12),0,0.11111111111111105
(2, 12),1,0.24607329842931938
(2, 13),0,0.4545454545454546
(2, 13),1,0.18309859154929575
(2, 14),0,0.09523809523809526
(2, 14),1,0.22699386503067479
(2, 15),0,0.11764705882352938
(2, 15),1,0.3513513513513512
(2, 16),0,0.0
(2, 16),1,0.1844660194174758
(2, 17),0,-0.23076923076923078
(2, 17),1,0.19117647058823534
(2, 18),0,-0.6
(2, 18),1,0.45
(2, 19),0,-0.5
(2, 19),1,0.6551724137931035
(2, 20),0,-0.3333333333333333
(2, 20),1,0.8076923076923077
(2, 21),0,-1.0
(2, 21),1,1.0
(3, 1),0,-0.21135646687697154
(3, 1),1,0.20513347022587258
(3, 2),0,-0.12337662337662335
(3, 2),1,0.2033023735810113
(3, 3),0,-0.08252427184466021
(3, 3),1,0.19713782018044074
(3, 4),0,-0.07987220447284345
(3, 4),1,0.20876679123320863
(3, 5),0,-0.11400651465798045
(3, 5),1,0.2025198802024172
(3, 6),0,-0.042622950819672135
(3, 6),1,0.18445606480057372
(3, 7),0,0.02734510211145726
(3, 7),1,0.1958699652422825
(3, 8),0,0.090625
(3, 8),1,0.20724428894834324
(3, 9),0,0.09235668789808914
(3, 9),1,0.19894544717095905
(3, 10),0,0.19546742209631734
(3, 10),1,0.1999999999999996
(3, 11),0,0.14814814814814817
(3, 11),1,0.1636363636363636
(3, 12),0,-2.7755575615628914e-17
(3, 12),1,0.1538461538461539
(3, 13),0,-0.0952380952380952
(3, 13),1,0.12162162162162164
(3, 14),0,-0.06250000000000003
(3, 14),1,0.22314049586776863
(3, 15),0,0.1111111111111111
(3, 15),1,0.05982905982905985
(3, 16),0,-0.12500000000000006
(3, 16),1,0.1648351648351648
(3, 17),0,-0.19999999999999993
(3, 17),1,0.18571428571428572
(3, 18),0,-0.6923076923076924
(3, 18),1,0.44444444444444453
(3, 19),0,-0.5
(3, 19),1,0.782608695652174
(3, 20),0,-1.0
(3, 20),1,0.8461538461538461
(3, 21),0,-1.0
(3, 21),1,0.5
(4, 1),0,-0.2243589743589744
(4, 1),1,0.15976930081958934
(4, 2),0,-0.14733542319749218
(4, 2),1,0.1556234096692117
(4, 3),0,-0.1688311688311686
(4, 3),1,0.14828043677926325
(4, 4),0,-0.29411764705882354
(4, 4),1,0.16496529195590048
(4, 5),0,-0.03367003367003368
(4, 5),1,0.14821724709784376
(4, 6),0,-0.05572755417956659
(4, 6),1,0.15517065715741282
(4, 7),0,-0.006134969325153403
(4, 7),1,0.14190215739896708
(4, 8),0,0.07692307692307694
(4, 8),1,0.15051253425352615
(4, 9),0,0.09038882508270273
(4, 9),1,0.15086728519564305
(4, 10),0,0.12261580381471396
(4, 10),1,0.14388267869962032
(4, 11),0,-0.04761904761904761
(4, 11),1,0.12149532710280377
(4, 12),0,-0.1578947368421052
(4, 12),1,0.19101123595505617
(4, 13),0,0.040000000000000015
(4, 13),1,0.17045454545454536
(4, 14),0,-0.05882352941176476
(4, 14),1,0.19999999999999998
(4, 15),0,-0.2608695652173913
(4, 15),1,0.10606060606060608
(4, 16),0,0.13043478260869565
(4, 16),1,0.29523809523809513
(4, 17),0,-0.05263157894736842
(4, 17),1,0.273972602739726
(4, 18),0,-0.1
(4, 18),1,0.4754098360655738
(4, 19),0,-0.33333333333333326
(4, 19),1,0.6499999999999999
(4, 20),0,-0.5000000000000001
(4, 20),1,0.8999999999999998
(4, 21),0,-0.5
(4, 21),1,0.9090909090909091
(5, 1),0,-0.23602484472049692
(5, 1),1,0.11317445579284019
(5, 2),0,-0.23602484472049692
(5, 2),1,0.09220726234190113
(5, 3),0,-0.2264150943396225
(5, 3),1,0.09940683166291667
(5, 4),0,-0.2739273927392738
(5, 4),1,0.10905391658189222
(5, 5),0,-0.16459627329192553
(5, 5),1,0.09020169960069624
(5, 6),0,-0.04516129032258069
(5, 6),1,0.09429030960997149
(5, 7),0,-0.06481481481481487
(5, 7),1,0.08950992304576741
(5, 8),0,-0.10771590123575553
(5, 8),1,0.10001007150770444
(5, 9),0,0.060337178349600756
(5, 9),1,0.10818684078352582
(5, 10),0,0.09871182515559412
(5, 10),1,0.10114388922335961
(5, 11),0,0.11111111111111108
(5, 11),1,0.10497237569060773
(5, 12),0,0.05208333333333333
(5, 12),1,0.06358381502890173
(5, 13),0,-0.36
(5, 13),1,0.05633802816901411
(5, 14),0,-0.11111111111111109
(5, 14),1,0.14864864864864877
(5, 15),0,-0.2222222222222222
(5, 15),1,-0.05172413793103451
(5, 16),0,-0.20740740740740743
(5, 16),1,0.08
(5, 17),0,-0.17647058823529405
(5, 17),1,0.032258064516129
